"Sim poxa, sem condições hauh {br} De onde tu é?","Sou de Blumenau {br} E você?"
"Sou de Blumenau {br} E você?","Aí em compensação deve estar muito mais quente que aqui hauh {br} Lages"
"Aí em compensação deve estar muito mais quente que aqui hauh {br} Lages","Me mudei a pouco tempo para cá {br} É bem quente mesmo {br} Em compensação Lages no Inverno {br} É o oposto né {br} Kkkkk"
"Me mudei a pouco tempo para cá {br} É bem quente mesmo {br} Em compensação Lages no Inverno {br} É o oposto né {br} Kkkkk","Prefiro mil vezes o verão nossa, o inverno daqui é terrível, é muito, muito frio, af hauh {br} De onde tu era?"
"Prefiro mil vezes o verão nossa, o inverno daqui é terrível, é muito, muito frio, af hauh {br} De onde tu era?","Rio do Sul {br} Dá uns 90km aí de lages"
"Rio do Sul {br} Dá uns 90km aí de lages","Ah, sei {br} Não muito longe daqui"
"Ah, sei {br} Não muito longe daqui","Está fazendo faculdade?"
"Está fazendo faculdade?","Simm {br} Direito {br} E vc?"
"Simm {br} Direito {br} E vc?","Também {br} Faço ciências da computação"
"Também {br} Faço ciências da computação","Foi p Blumenau p estudar?"
"Foi p Blumenau p estudar?","Mais ou menos {br} Já fazia faculdade antes {br} Mas recebi uma proposta de emprego aqui de Blumenau {br} Então me mudei {br} E pedi transferência dá faculdade"
"Mais ou menos {br} Já fazia faculdade antes {br} Mas recebi uma proposta de emprego aqui de Blumenau {br} Então me mudei {br} E pedi transferência dá faculdade","Ah sim, entendi"
"Ah sim, entendi","Está em qual semestre?"
"Está em qual semestre?","3 {br} Ainda hauh {br} E vc?"
"3 {br} Ainda hauh {br} E vc?","Estou indo para o 5 {br} Por causa dá transferência vou acabar atrasando algumas matérias {br} Provavelmente vou levar um ou dois semestres a mais"
"Estou indo para o 5 {br} Por causa dá transferência vou acabar atrasando algumas matérias {br} Provavelmente vou levar um ou dois semestres a mais","E não tem como fazer Durante os próximos semestres?"
"E não tem como fazer Durante os próximos semestres?","É que além de ter trancado um semestre pela metade {br} Como troquei de universidade {br} Mudou algumas matérias dá grade {br} É uma bagunça {br} Kkkkk"
"É que além de ter trancado um semestre pela metade {br} Como troquei de universidade {br} Mudou algumas matérias dá grade {br} É uma bagunça {br} Kkkkk","Ah sim, entendi, aí fica complicado hauh"
"Ah sim, entendi, aí fica complicado hauh","Oww {br} Oq tu acha de me passar seu número? {br} Fica melhor conversar por lá {br} 😄😄"
"Oiee {br} Tudo bem?","Oii {br} Tudo ótimo"
"Oii {br} Tudo ótimo","Mora em Blumenau mesmo?"
"Mora em Blumenau mesmo?","Sim"
"Oiee","Oiee"
